tweet_id,retweet_count,favorite_count
667470559035432960,89,236
667455448082227200,56,180
667453023279554560,81,293
667443425659232256,537,730
667437278097252352,218,421
667435689202614272,79,287
667405339315146752,207,434
667393430834667520,51,180
667369227918143488,151,342
667211855547486208,223,452
667200525029539841,240,574
667192066997374976,90,355
667188689915760640,367,698
667182792070062081,5673,13360
667177989038297088,50,178
667176164155375616,420,571
667174963120574464,72,231
667171260800061440,77,204
667165590075940865,1040,2512
667160273090932737,56,239
667152164079423490,15590,44609
667138269671505920,2015,4276
667119796878725120,121,311
667090893657276420,115,312
667073648344346624,109,373
667070482143944705,13,78
667065535570550784,41,160
667062181243039745,47,205
667044094246576128,44,175
667012601033924608,203,420
666996132027977728,81,225
666983947667116034,904,2378
666837028449972224,509,752
666835007768551424,73,196
666826780179869698,83,237
666817836334096384,231,475
666804364988780544,84,218
666786068205871104,441,701
666781792255496192,175,357
666776908487630848,156,324
666739327293083650,60,220
666701168228331520,198,397
666691418707132416,44,172
666649482315059201,568,1039
666644823164719104,73,219
666454714377183233,197,476
666447344410484738,18,94
666437273139982337,42,114
666435652385423360,45,152
666430724426358785,173,292
666428276349472768,73,150
666421158376562688,102,294
666418789513326592,41,112
666411507551481857,288,400
666407126856765440,31,99
666396247373291520,73,155
666373753744588802,78,171
666362758909284353,503,705
666353288456101888,64,193
666345417576210432,128,270
666337882303524864,81,180
666293911632134144,312,453
666287406224695296,57,133
666273097616637952,70,158
666268910803644416,32,95
666104133288665088,5832,13324
666102155909144576,11,70
666099513787052032,57,141
666094000022159362,66,153
666082916733198337,41,100
666073100786774016,141,287
666071193221509120,52,134
666063827256086533,192,438
666058600524156928,52,103
666057090499244032,121,262
666055525042405380,216,404
666051853826850816,753,1102
666050758794694657,51,123
666049248165822465,40,96
666044226329800704,125,266
666033412701032449,39,110
666029285002620928,41,120
666020888022790149,454,2359
